"list","date","vendor","product","price","cat","subcat","feedback","from","to"
"2014-03-01__ppExTESL2u.html","2014-03-01","TheHeineken","10 x Warnerbrothers 200+MG [Free shipping]",0.10795444,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    FE'd for a trusted vendor from across the markets
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    trsuted seller
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    FE'd for trusted vendor. I've had around half a dozen orders from TH across the different markets. All have arrived, no problem
                    

                    3 days ago
                    anon [0 deals]
                
            
        
    
","
    
    
    ",NA
"2014-03-01__pPgozXke6i.html","2014-03-01","MeGrimlock","28g Premium Canadian MDMA - MeGrimlock Good!",1.52057245,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Canada
     ","Canada, USA, UK, EU
    "
"2014-03-01__pPnpKRkSdM.html","2014-03-01","cornettos","INTRO OFFER 5g Real Thai Import - Grab it while its HOT",0.08028343,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Never got this, vendor went on vacation here and left it, despite being active on other markets. Messaged him more than once an
                    

                    4 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Arrived within 24 hours.  Many thanks
                    

                    4 days ago
                    anon [0 deals]
                
            
        
    
","
      UK
     ","worldwide
    "
"2014-03-01__PpqPFPpJ1A.html","2014-03-01","HouseofSpirit","Shiva-Jesus Laid by House of Spirit 250ug (GDF Family Fluff) - 100 Hits",2.14323986,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__ppr7it4Asv.html","2014-03-01","Quantum.Black.Widow","CBD Yummy - 15 Seeds Feminized",0.30682142,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      UK
     ","Worldwide
    "
"2014-03-01__pPtClziLap.html","2014-03-01","Nevita","1g Sensi Star Indoor Organic AAA",0.02150267,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Spain
    
    ",NA
"2014-03-01__Ppty3EG8dZ.html","2014-03-01","SweHasch","INTRO PÅ WEED! 100Kr /G",0.02743,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
     EU
    
    ",NA
"2014-03-01__PPTZdCfBCu.html","2014-03-01","HouseofSpirit","Spongebob Squarepants (Dutch Silver-Grey) 185ug - 50 Hits",0.75906411,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    FE'ed order, will update on status ASAP
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
    
    ",NA
"2014-03-01__PpVYbtnEby.html","2014-03-01","topdeals","Supermans XTC Pill x 10 (UK Vendor)",0.17510548,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
     uk
     ","world
    "
"2014-03-01__PPycY5tCBM.html","2014-03-01","DrEarnhardt","100 x XTC pill Yellow Domino / Dice 180 mg - 200 mg",0.7648666,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    Perfect vendor and perfect shipping! shipping fast  will definitly order again! ++++++
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    FE early. He has a crap load of good reviews on BMR. Will update when arrives for stealth & quality.
                    

                    6 days ago
                    anon [0 deals]
                
            
        
    
","
      Netherlands
     ","Worldwide
    "
"2014-03-01__pqA4F6TvWK.html","2014-03-01","Sam5599","5 Pack 100 mg MDMA Caps",0.17513134,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Australia
     ","Australia
    "
"2014-03-01__PqEm2fi7pc.html","2014-03-01","NordicShrooms","80g Tampanensis Truffles",0.11318728,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
     EU
     ","Worldwide
    "
"2014-03-01__PqJgKsqBa9.html","2014-03-01","BlackBazar","250 mg sample Afghan Heroin",0.04834637,"Drugs","Opioids","
    Feedbacks:
    
        
            
                
                    5/5
                    fast shipping, looks good!! thank you very much, sir!!!
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Very good, fast and safe, TY!
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Very good, fast and safe. TY!
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    0/5
                    Not nice,NOT clean,Not Afghan and yes you guessed it, NOT H. cheap scam in every sense of the word.May as well stay on the St.
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    8 days to UK. Good packaging, good dope, good vendor.
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast shipping, 3 days EU-EU. Good product - But please start using MBB for better stealth!!
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Received within a week. I purchased this to try heroin for the first time. Vacuum sealing was used. Comes thoughtfully folded i
                    

                    6 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    To be fair, some of the best gear I have EVER tried.
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    arrived today....best stuff I've done in a while. your a legend black bazaar
                    

                    6 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Trustworthy, honest Vendor! 
Stuff arrived after 4 days. Quality is perfect!
                    

                    6 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Order is received, great quality. Thx
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    arrived very fast! have to try soon IV (smoked a bit, seems decent)
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    arrived pretty fast (not tested yet)
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    FE.. will update
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    FE. Will update on arrival.
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast delivery and a great product. Great seller.
                    

                    5 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Recieved. Looks good, potent stuff, great price. Thanks!
                    

                    6 days ago
                    anon  ~5/5, 6~10 deals
                
            
                
                    5/5
                    I tried, I do not regret : good product, legit vendor.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
     EU
     ","EU
    "
"2014-03-01__pqkCeWu2Va.html","2014-03-01","Triumvirate","x25 Valium Roche 10mg",0.12252252,"Drugs","Benzos","
    Feedbacks:
    
        
            
                
                    5/5
                    Precis som utlovat...
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Sweden
    
    ",NA
"2014-03-01__pqofBixjF3.html","2014-03-01","jackiestovalls","5g 25C-NBOMe",0.67271814,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
"2014-03-01__PqriLWDstX.html","2014-03-01","KayaNow","True Blueberry - Organically Grown In a Greenhouse 1 pound  ( 448 grams )",3.89780659,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__PqSebPbUgL.html","2014-03-01","SocksRocksLocks","1/4 oz - Pot of Gold - ""Tropical Delight"" - $75 - Free Shipping",0.13089005,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Awesome product, excellent vendor!  Thanks!  Check out forum for pictures!
                    

                    3 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__Pqw9efUmWZ.html","2014-03-01","Destiny","Shamrock ~ 125ug (3x)",0.03146853,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      New Zealand
    
    ",NA
"2014-03-01__pqYifVP7M8.html","2014-03-01","Bensoteket","Ksalol / Xanax 1mg Galenika  x 30",0.1322,"Drugs","Benzos","
    Feedbacks:
    No feedbacks found.
","
      Sweden
     ","Sweden
    "
"2014-03-01__PRbaL8T5KU.html","2014-03-01","Synthiotics","[AUSTRALIA] 5g High Quality MDMA",1.73267326,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    Next day delivery. Professional service. Always and easy transactions.
                    

                    4 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    All is well, once again. No problems <3
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    ""Vendor has changed the status of this order to Shipped.  (T-19h 43m)"" Received package in under 20hours. 

Nothing else to s
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    My favourite vendor from SR1, super fast postage and great packaging
                    

                    6 days ago
                    anon [0 deals]
                
            
        
    
","
    
     ","Australia
    "
"2014-03-01__pRGhsFyCW7.html","2014-03-01","u00002","METHOXPHENIDINE ** 10GR ** 99% purity ** SPAIN",0.50572265,"Drugs","RCs","
    Feedbacks:
    No feedbacks found.
","
      Spain
    
    ",NA
"2014-03-01__prhoZLa19K.html","2014-03-01","UnclePsychedelic","2C-B HCl 10g",1.26547952,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      Norway
     ","Worldwide
    "
"2014-03-01__prjf5oSkec.html","2014-03-01","SteaksnGravy","BLACKBERRY KUSH!!!! 3.5gm $50usd Free Priority/Stealth (Afghani Blackberry Mix)",0.08923153,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__Prji3hRGmp.html","2014-03-01","canadianclassic","Xanax 2mg bars x10",0.06306306,"Drugs","Benzos","
    Feedbacks:
    
        
            
                
                    5/5
                    I have no problems recommending this vendor to other buyers. My order arrived quickly and as advertised. Buy with confidence. T
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Canada
    
    ",NA
"2014-03-01__pRT5M6PCRf.html","2014-03-01","homegrown","1 pound of kush,hybrid,sativa - grade aaaa",2.66240681,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","WORLDWIDE
    "
"2014-03-01__PRTh6hUr8d.html","2014-03-01","superstrains","25 GRAMS BUBBLEGUM FREE SHIPPING",0.35618878,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    nice guy! thumbs up!
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Awesome!!! 5/5 on everything :D
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
    
    
    ",NA
"2014-03-01__PrVnYkBS6e.html","2014-03-01","Massive","The Essential Underground Handbook",0.02621002,"Information","eBooks","
    Feedbacks:
    
        
            
                
                    5/5
                    cheers all good thx
                    

                    0 days ago
                    anon [0 deals]
                
            
        
    
","
     Torland
    
    ",NA
"2014-03-01__Prx0D98bGb.html","2014-03-01","ESCROWed","OLD SKOOL  MITSUBISHI 3x 220Mg PILL",0.06322549,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      UK
    
    ",NA
"2014-03-01__pS5yzz0Ejn.html","2014-03-01","UniqueTreesInc","Variet Pack of UNIQUE Buds - 56g - 2 oz - TOP QUALITY",1.37309096,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__pS60Svbg5x.html","2014-03-01","canadiss","lottery for 14g blackberry kush + 14g blueberry cheese shipping worldwide",0.01791376,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Canada
    
    ",NA
"2014-03-01__PsbgpuZsis.html","2014-03-01","value.lucid","25 x TWINS LSD Acid (25 x 150 - 170ug)",0.43203722,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    Outstanding xx
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Germany
     ","Everywhere Worldwide any Destination
    "
"2014-03-01__PSdN0f43jE.html","2014-03-01","WeedGirls","1oz (28 grams) BlueDream Grade A indoor hydro",0.40835167,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Best available and smoothest smoke you'll find for 230.  HIGHLY recommed
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    A for quality, A+ for shipping and service, cant wait for some more a++ strains!
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    
                    

                    3 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Quick shipping, good stealth, AMAZING stuff. Ordered on a tuesday, received the following monday. Thanks Weedgirls!
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    A+ service, speed and product. Cant stop wont stop Weedgirls.
                    

                    5 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Smells like heaven
                    

                    0 days ago
                    anon [0 deals]
                
            
        
    
","
      USA
    
    ",NA
"2014-03-01__PSpbEGlukV.html","2014-03-01","BeHappy","250 x Yellow Bitcoin 220 MG XTC PILL",1.97355437,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__pSq7C6jlbE.html","2014-03-01","DrWhite","High Grade Commercial 2 OZ (58 Grams)",0.52626067,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__PSSnTX6ppn.html","2014-03-01","SpaceBoy","10x 20mg Allylescaline pills",0.06989247,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__PsWaGpe3i4.html","2014-03-01","value.lucid","10 x Alex Grey's Hofmann LSD Acid (10 x 100 - 125ug)",0.13078277,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    4days to EU, stealth was ok, quality is awesome!
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Product arrived ! ! 
All O.K !
                    

                    4 days ago
                    anon  ~2/5, 1~2 deals
                
            
                
                    5/5
                    4days to EU, stealth was ok, will update on quality. Recommend!
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    super fast and get some Bonus like all the Time.
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      Germany
     ","Everywhere Worldwide any Destination
    "
"2014-03-01__pSXrkeCBDl.html","2014-03-01","NewTime","25 Twins 150 ug.",0.43165467,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__PszC9tJja9.html","2014-03-01","b1g1mpact","5g - ""Atlantis"" Synthetic Smoking Blend",0.05377211,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Poland
    
    ",NA
"2014-03-01__pT6SoRNyZ1.html","2014-03-01","SexyWax","1g MXE",0.04374606,"Drugs","Dissociatives","
    Feedbacks:
    
        
            
                
                    4/5
                    Received the item in about 4 business days. The quality is decent. Thank you SexyWax!
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Have yet to try it but its a little overweight, which is awesomee! Took 6 business days domestic.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    thanks sexywax!  <3
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
     ","USA, Canada
    "
"2014-03-01__Pt6ZYEyrW5.html","2014-03-01","u00002","METHYLONE ** 10GR ** 99% purity ** SPAIN",0.30875698,"Drugs","RCs","
    Feedbacks:
    No feedbacks found.
","
      Spain
    
    ",NA
"2014-03-01__PTa7C1hGsJ.html","2014-03-01","BlueViking","5x 240ug Liquid Dosed Gummies",0.10462622,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    FE but Ive boughten off him on SR2-BEST SHIT IVE EVER HAD and got it in 2 days. Couldnt ask for a better lucy vendor A+!
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
     ","Worldwide
    "
"2014-03-01__pte28fYF8t.html","2014-03-01","Saralea","1 x 80mg Oxycontin",0.08645688,"Drugs","Opioids","
    Feedbacks:
    
        
            
                
                    5/5
                    Legit stuff.
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    I ordered from saralea on previous markets, and came to agora specifically because she moved here. Product was great, price was
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Quick, as always.
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    A++++ every time! Awesome vendor, quick shipping and a freebie. Thanks!
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Awesome! Will be ordering again soon! No problems at all
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Excellent service! Always coming through! Thanks Saralea! Trusted vendor!
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Spot on fast and a freeby Cheers saralea
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Next day delivery, good packaging, great prices and superb vendor! A++++++++++++++
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Fast delivery. Will use again.
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Very pleased with the stuff, excellent vendor. FE'd on a big order, no problems, fast delivery.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Awesome. Legit, fast, thanks for the extra!
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Perfect! Many thanks SL. Next Day delivery, good product, and many thanks for the bonus extra! v happpy indeed, highly recommen
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fantastic product amazing speed (20hrs from order to door), honest and generous....Saralea is the real deal
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    the best uk oxy vendor on the darknet, speed, communication, generosity, quality, stealth, this vendor never disappoints
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    this vendor is simply the best
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    I wish there was a rating higher than 5! Excellent stealth, communication, and even a little extra. Saralea has made my week! T
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Same awesome vendor off SR. Even threw in a freebie. Always next day, always professional. Cheers.
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Order arrived quickly and even got extra! Seriously top vendor and trustworthy to match. 6/5! P.S Got locked out account and co
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Next day delivery, genuine OC80 pills and there was even an extra one in there ! Great vendor that I've used on another market 
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Great vendor, reshipped when original order did not arrive, thank you so much...a happy loyal customer
                    

                    2 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
    
     ","UK
    "
"2014-03-01__PTmdPceLYM.html","2014-03-01","Amsint","Lottery 5gr. Dutch Skunk",0.0174216,"Services","Other","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__PtMPG6SDlq.html","2014-03-01","Heisenberg-meds","Lormetazepam, Sandoz, 2mg/tab, 100 tabs - $130",0.23320477,"Drugs","Benzos","
    Feedbacks:
    No feedbacks found.
","
      Denmark
     ","Europe
    "
"2014-03-01__pTnz9qMpNB.html","2014-03-01","SCIdmtsr","LSD 150 ug 50 doses",0.52447552,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__pTsWGv71kU.html","2014-03-01","enki","Amphetamines paste / Speed 25g",0.31484493,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","Worldwide
    "
"2014-03-01__PtUcNxh33N.html","2014-03-01","TragicallyHip","5 grams TragicallyHip's Beautifully Pure & Strong Canadian White MDMA",0.28500178,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Canada
     ","Worldwide Except Australia
    "
"2014-03-01__Ptx6YFgJSm.html","2014-03-01","jackiestovalls","3g 25C-NBOMe",0.51094497,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
"2014-03-01__pTYgA0myL7.html","2014-03-01","coasttocoast","7.5g Thai Fantasy Indoor-Soil-Organic (AAA+)",0.15114066,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Great Communication on progress of order, fast processing, fast shipping, good product. 5//5  :)
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Fast shipping and prompt communication
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    The best of the best. Medicinal perfection. Thank you.
                    

                    2 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__Pue2qESkV3.html","2014-03-01","DrEarnhardt","1gr -- MDMA crystals -- purity 84%+ (white)",0.50663063,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    Sample as described.  About 40 miligrams short of a full half g but for what it cost me I have no complaints.  Great vendoainr,
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    vendor came thru quick over the pond. sample order included a free xtc bean. thanks alot. stealth could be better. overall quic
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    1 week to arrive (EU)
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    FINALIZED EARLY - I WILL UPDATE WHEN ARRIVE
                    

                    4 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    5/5 not try the product yet.but sure by the smell !!
                    

                    2 days ago
                    anon  5.0/5, 6~10 deals
                
            
                
                    5/5
                    FE shipped. looking forward to this
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      Netherlands
     ","Worldwide
    "
"2014-03-01__pUG6ylSJWq.html","2014-03-01","DutchDeal","50 Shiva-Budha LSD blotters 130 ug.",0.61188811,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__Pup88umg6W.html","2014-03-01","SwissShroomery","3G+ dried Psilocybe Cubensis",0.06821282,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    Everything excellent, very fast shipping, amazing shrooms!!!!
                    

                    1 days ago
                    anon [0 deals]
                
            
        
    
","
      Switzerland
    
    ",NA
"2014-03-01__pv0KGWECx2.html","2014-03-01","blackhand","expert resumes for career changers",0.00262853,"Information","eBooks","
    Feedbacks:
    
        
            
                
                    5/5
                    Always a simple and easy transaction with BH. Thank you!!
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
     Internet
    
    ",NA
"2014-03-01__pv0xD4Vpnf.html","2014-03-01","BeHappy","5 gram High Quality COCAINE",0.6592827,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__pvj7lbn1gu.html","2014-03-01","TurtleTime","Northern Rebel (1 QP)",1.72529728,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__PvmmgmiXFd.html","2014-03-01","IllegalFlowers","3.5 Grams Indoor Organic Cannabis Pick Your Strain",0.08352437,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__PvniSWo9Nx.html","2014-03-01","BlackBazar","250 mg sample very nice cocaine",0.03585514,"Drugs","Stimulants","
    Feedbacks:
    
        
            
                
                    0/5
                    very , very bad product  I'm very disapointed
                    

                    2 days ago
                    anon [0 deals]
                
            
        
    
","
     EU
     ","EU
    "
"2014-03-01__PVspeS9lpA.html","2014-03-01","SaltnPepper","50x 2C-B Nijntje (Miffy) 15MG pills",0.4293381,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    FE, will update on arrival.
                    

                    0 days ago
                    anon [0 deals]
                
            
        
    
","
      Netherlands
    
    ",NA
"2014-03-01__pVToRuwZ8r.html","2014-03-01","u00002","alpha-PVP ** 5GR ** 99% purity ** SPAIN",0.21288296,"Drugs","RCs","
    Feedbacks:
    No feedbacks found.
","
      Spain
    
    ",NA
"2014-03-01__pVVGyAlMTf.html","2014-03-01","Amazon","28 grams(1 oz) Big Bud x Northern Lights-High quality indoor - Superb Weed! FE REQUIRED",0.38542396,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Awesome as usual. This has quickly become my go to vendor on Agora. Professional shipping, great stealth, and great product for
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Blazing fast shipping, great price, incredible bud. FE with confidence.
                    

                    0 days ago
                    anon [0 deals]
                
            
        
    
","
      USA
     ","USA Only
    "
"2014-03-01__Pw4JSrolBy.html","2014-03-01","sweshroom","5 NBOMe blotter 25i (1000µg)",0.02798474,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      Sweden
    
    ",NA
"2014-03-01__Pw799PtDuS.html","2014-03-01","Febbraio2468","Mecke Reagent Test L for Ecstasy",0.00667972,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA & Canada
    "
"2014-03-01__pW8ZneRkY5.html","2014-03-01","jackiestovalls","100g AB-PINACA",1.18861937,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
