"list","date","vendor","product","price","usd","rate","cat","subcat","subsubcat","feedback","from","to"
"2014-11-05__eFA25TSuA4.html","2014-11-05","StoneIsland","2 x WHITE DOMINOS 220mg MDMA",0.07246376,24.4304320464,337.14,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 Great price, good stealth, arrived extremely quickly. Excellent comms too, highly recommended seller! 7 days ago anon ~5/5, 3~5 deals 5/5 21 days ago anon 3~5 deals 5/5 FE. StoneIsland always comes through! A*** 27 days ago anon 15~25 deals 5/5 Extremely fast delivery and good stealth! FE'd as usual for top vendor...pills look luvverly! 28 days ago anon ~5/5, 10~15 deals 5/5 NDD 34 days ago anon ~5/5, 15~25 deals 5/5 NDD, absolute champion. These bad boys look the part, can't wait to get them down the pie hole. 37 days ago anon 3~5 deals 5/5 Fast shipping, amazing high, will buy again 80 days ago anon ~5/5, 6~10 deals 5/5 Fantastic. Reminds me of the old SR days A+++++ 92 days ago anon 3~5 deals 5/5 Great vendor, great product, great stealth! 137 days ago anon ~5/5, 25~40 deals 5/5 FE as this vendor has great feedback and i trust they will deliver :) will update, thanks 141 days ago anon 5.00/5, 25~40 deals 5/5 Came within 2 days. Perfect :) 145 days ago anon ~5/5, 10~15 deals 5/5 very nice :) 145 days ago anon ~5/5, 3~5 deals 5/5 tried tonight.. very very good, strong, nice warm visuals. Done 1 1/2 over 3 hours. Laters.. 147 days ago anon ~5/5, 15~25 deals 5/5 Sorry for late FE, perfect as always, such a reliable vendor 150 days ago anon ~5/5, 15~25 deals 5/5 Next day. Great packaging. A+++ 154 days ago anon ~5/5, 1~2 deals 5/5 Arrived next day. Decent stealth. Thanks 155 days ago anon ~5/5, 15~25 deals 5/5 Fe for myman here :) 161 days ago anon ~5/5, 25~40 deals 5/5 Fked the order up but vendor sorted it within 5 mins, ordered later afternoon but they still got here today, cant wait to drop 165 days ago anon ~5/5, 25~40 deals 5/5 166 days ago anon ~5/5, 25~40 deals 5/5 Thanks! 169 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","uk"
"2014-11-05__eUNX1WxDWX.html","2014-11-05","RepAAA","Rolex - Milgauss Green Crystal SS [AAA+]",0.89534361,301.8561446754,337.14,"Counterfeits","Watches","NA"," Feedbacks: 5/5 watch quality is amazing very satisfied might order a second or 3rd watch sellers communication 5/5 answered all my questions 61 days ago anon ~5/5, 15~25 deals ","uk, usa philippines","worldwide"
"2014-11-06__h7qmS8XR5y.html","2014-11-06","DiazNL","FREE SHIPPING! 5 XTC tablet TOP quality 100+mg MDMA",0.0444,15.461412,348.23,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 Fantastic vendor. 15 days ago anon ~5/5, 25~40 deals 5/5 good stuff thanks 22 days ago anon ~5/5, 15~25 deals 5/5 Pills smell Top Notch; great stealth and communication. Will be back. THNK_U! =) 122 days ago anon ~5/5, 15~25 deals ","uk and ireland","no info"
"2014-11-06__an2SDJDT7M.html","2014-11-06","reallytired","EC STACK the ultimate in weight loss!",0.08557142,29.7985355866,348.23,"Drugs","Weight loss","NA"," Feedbacks: 5/5 super fast and legit, new goto vendor 13 days ago anon ~5/5, 6~10 deals 5/5 Was very skeptical, but shipping was very fast. Nice seller. Lost appetite immediately. Will order again once I run out! 33 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","usa"
"2014-11-06__NFckdU22GU.html","2014-11-06","Fappy","1g DPT Freebase",0.11498878,40.0425428594,348.23,"Drugs","Psychedelics","DMT"," Feedbacks: 5/5 Awesome vendor, truly has a dedication to clients and product. 6/5! thanks for the amazing experience 11 days ago anon 5.00/5, 25~40 deals 5/5 Speedy delivery, great stealth, good communication, looks legit :) thanks! Fappy 34 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","canada, usa, eu"
"2014-11-07__BE7SLrZlqx.html","2014-11-07","xxSNOWxx","Ultra clean Fishscale Cocaine,cocaína,Kokain  0,25 gram Free shipping",0.12864493,43.8782127244,341.08,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 51 days ago anon ~5/5, 6~10 deals 5/5 Cleanest blow i found on the net so far. 5/5 77 days ago anon 3~5 deals ","uk, usa philippines","world  except usa"
"2014-11-07__cNV6DSbiFP.html","2014-11-07","tomsmith0626","Adderall 30mg Instant Release Qty: 20",1.02229163,348.6832291604,341.08,"Drugs","Prescription","NA"," Feedbacks: 5/5 outstanding vendor - excellent customer service and fast shipping every time. best vendor on the market. 197 days ago anon 4.78/5, 25~40 deals 5/5 Best packaging/stealth I've ever seen, and I've ordered from 15 diff vendors. Quick ship, awesome comm, 100% badass vendor. 211 days ago anon 5.00/5, 15~25 deals ","uk, usa philippines","usa"
"2014-11-07__ElpEhDD38F.html","2014-11-07","gloriousrepublicofweed","Cannabis Brownie. 2-8 doses.",0.04354136,14.8510870688,341.08,"Drugs","Cannabis","Edibles"," Feedbacks: 5/5 FE for large order, will update on arrival. 2 days ago anon ~5/5, 10~15 deals 5/5 Two massive brownies! Excellent stealth. Two days delivery. Look forward to trying. Thanks! 5 days ago anon ~5/5, 10~15 deals 5/5 Great vendor, providing outstanding service and top quality products. We need more vendors like this. An easy 5/5 8 days ago anon ~5/5, 10~15 deals 5/5 Best stealth I've ever had. Brownie wasn't very strong but it tasted great! Next day delivery. 76 days ago anon ~5/5, 3~5 deals 5/5 78 days ago anon ~5/5, 6~10 deals 5/5 With edibles, you need good stealth and this is the very best: package on a low shelf all day, and 2 dogs totally ignored it. T 83 days ago anon ~5/5, 1~2 deals 5/5 Quick delivery,read the order details. Was a large soft cookie on first order, 2nd was a literal brownie, good response from it 87 days ago anon ~5/5, 10~15 deals 5/5 got 1 instead of 8 and was told it was dosage recommended 88 days ago anon ~5/5, 3~5 deals 5/5 5/5 92 days ago anon 5.00/5, 15~25 deals 4/5 Awesome stealth, quick delivery but brownie not that strong 104 days ago anon ~5/5, 10~15 deals 5/5 Speedy delivery. Good stealth. GRoW kept me informed of the status of the package at every step. Sent 1st class. GRoW has a dec 106 days ago anon 4.90/5, 25~40 deals 5/5 Not as strong as the flapjack I had but still got me stoned! 106 days ago anon ~5/5, 15~25 deals 3/5 commun:3/5 , product :0/5 , delivery:5/5, not what i wanted at all , didnt get high as i wanted. 107 days ago anon ~5/5, 15~25 deals 5/5 Amazing 5/5 109 days ago anon 5.00/5, 15~25 deals 5/5 slightly stronger than the flapjack, thanks for the extra brownie mate 110 days ago anon 5.00/5, 40~55 deals 5/5 112 days ago anon ~5/5, 1~2 deals 5/5 Good as gold, i got two strong ones shared with a mate and i am so high right now ill be back GRoW 114 days ago anon 4.33/5, 100~150 deals 5/5 Fast delivery, Great stealth, very good product will purchase again 114 days ago anon ~5/5, 3~5 deals 5/5 \NDD Very happy :P Ill Finalize now and update it after I try it later in the week. Thanks 115 days ago anon 5.00/5, 15~25 deals 5/5 Fast delivery, and good stuff, product was very nice and worked a treat 119 days ago anon ~5/5, 15~25 deals ","uk, usa& worldwide","uk"
"2014-11-07__GVlY5jmPoz.html","2014-11-07","DrWhite","Regular Commercial 8 OZ (230 Grams)",1.76739636,602.8235504688,341.08,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 The weed is alright but it was quite smashed. Very good for resale. 118 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","no info"
"2014-11-07__mGud8Gqj1f.html","2014-11-07","Green-Machine","QP - 1/4 LB - 112g - Pick Your Strain BULK Medical Marijuana",1.80211066,614.6639039128,341.08,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 FE for the new seizures. Fuck the govt. Fingers crossed 0 days ago anon 5.00/5, 25~40 deals 5/5 Arrived looks great! 2 days ago anon ~5/5, 15~25 deals 5/5 Professional as always. 3 days ago anon ~5/5, 15~25 deals 5/5 This is a steal for this price. 5/5 all around good vendor will be back. 7 days ago anon ~4/5, 25~40 deals 5/5 alot bang for my buck! seriously love this and will keep coming back 8 days ago anon ~5/5, 10~15 deals 5/5 Ordered Wed, got to US East Monday. 10 days ago anon ~5/5, 10~15 deals 5/5 So far so flame 10 days ago anon ~5/5, 6~10 deals 5/5 received, buds are very dense, slow burning and has a nice, mild kush flavor. mild,tropical scent 10 days ago anon ~5/5, 6~10 deals 5/5 Great Guy to work with like always 16 days ago anon ~5/5, 15~25 deals 5/5 Fast n Reliable =) 16 days ago anon 5.00/5, 25~40 deals 5/5 Fast shipping and excellent service. 16 days ago anon ~1/5, 6~10 deals 5/5 Perfect transaction as always. 17 days ago anon ~5/5, 15~25 deals 3/5 Weed looks like it was good at one time but they shook the shit out of it so theres not many trics left on it. i dont have anyt 17 days ago anon 5.00/5, 25~40 deals 5/5 5/5 ANY TIME. GM IS ONE OF THE BEST SELLERS. CAME QUICKLY AND STEALTH IS AAA+. RECOMMENDED SELLER! 17 days ago anon 6~10 deals 5/5 arrived in 4 days after order. product A++ and overweight. found my new guy 6/5 in my book 19 days ago anon ~5/5, 6~10 deals 5/5 Once again excellent service thank you so much 20 days ago anon ~5/5, 10~15 deals 5/5 Great Vendor. """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""A"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" product at a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" price. Repeat customer. Will be back for more! 22 days ago anon 5.00/5, 25~40 deals 5/5 Love this guy man, bud comes fast. I got the Clock Work Orange and it looked a little outdoors-ish; still great bud nevertheles 24 days ago anon ~5/5, 6~10 deals 5/5 Awesome to deal with like always 25 days ago anon ~5/5, 15~25 deals 5/5 5/5 very professional 30 days ago anon ~5/5, 15~25 deals ","uk and ireland","usa"
"2014-11-07__pNAXehJxnD.html","2014-11-07","pureanduncut","1 Gram 4-Fluoro-COCAINE 99.8% Pure & Uncut - Better Than Cocaine",0.17442367,59.4924253636,341.08,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 Slow to ship at first, but it came so its all good. :) Ill try to update once i try it 8 days ago anon ~5/5, 6~10 deals 5/5 Top vendor. Dont hesitate to do business with him. You will be satisfied. 30 days ago anon ~5/5, 25~40 deals 5/5 A+ vendor 33 days ago anon 5.00/5, 55~70 deals 5/5 Product arrived on time, good stealth, very similar to coke, good deal. 41 days ago anon ~5/5, 15~25 deals 5/5 Didnt care for the product. May have degraded too. Highly recommend vendor though - IV ADDICT 45 days ago anon ~5/5, 25~40 deals 5/5 fast and prompt service shipping took two days for me excellent quality product very satisfied order with confidence 48 days ago anon ~5/5, 6~10 deals 5/5 Came, decent stealth. Very interesting high. Burns pretty bad, onset is long. Snorted 5 minutes ago, still coming up slow. Nice 48 days ago anon ~5/5, 15~25 deals 5/5 Arrived in 2 days-fast! It's not MDPV, and after a full G. over 3 separate uses it didn't really give me a buzz or raise heart 49 days ago anon ~5/5, 15~25 deals 5/5 Very clean and nice feeling high, I actually liked it better than real coke :D 63 days ago anon ~5/5, 15~25 deals ","uk, usa philippines","usa"
"2014-11-07__Tbb3hPuP53.html","2014-11-07","snapback","50x red Twitter 160mg mdma",0.79088432,269.7548238656,341.08,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 Took longer to arrive than usual but it wasn't Snap's fault. I'm just glad they're here :) Snap is 100% my most trusted vendor. 1 days ago anon 3~5 deals 5/5 Perfect as always :) shipped in a timely matter. Snap, you're the best!<3 37 days ago anon 3~5 deals 5/5 5/5 ty snap! 41 days ago anon 3~5 deals 5/5 Perfect! Fast shipping and the product was AMAZING. snapback has never failed me. He's found a loyal customer in me! :D 85 days ago anon 3~5 deals 5/5 My go to, 1000000000/5. 93 days ago anon 5.00/5, 25~40 deals 5/5 thank you Snapback, I love you :) 108 days ago anon 3~5 deals 5/5 took a little long but it was the best pills i have ever taken! 135 days ago anon ~5/5, 10~15 deals 1/5 SCAMMED TO AUS DO NOT ORDER IF FROM AUS 136 days ago anon ~5/5, 10~15 deals 5/5 Update!everything perfect,but a bit longer arrived than usually. 147 days ago anon 5.00/5, 15~25 deals 5/5 speed, stealth and quality as usual 161 days ago anon ~5/5, 3~5 deals 3/5 Sent me green ones gave me 20 dollar refund. I cant even sell these. you need 2 to roll. I guess Ill use these for personal. Wi 200 days ago anon ~5/5, 3~5 deals 5/5 Snapback is a great vendor. Once again a order that worked out without any problems. 218 days ago anon ~5/5, 3~5 deals 5/5 Product arrived fast! Recommended vendor! Will order again. 223 days ago anon 4.77/5, 25~40 deals ","uk, usa philippines","worldwide"
"2014-11-07__VJf29xqg7c.html","2014-11-07","Hackyboy","1 x FULLz US CC : DOB + MMN",0.0722105,24.62955734,341.08,"Services","Money","NA"," Feedbacks: 0/5 he give me bad credit card and I just type is credit card number in google and I guy on facebook put them since 2013..he is a s 47 days ago anon ~2/5, 6~10 deals ","uk, usa philippines","no info"
"2014-11-07__V4KJ8J8dVJ.html","2014-11-07","RepAAA","Rolex - Submariner Classic Black ETA [AAA+]",0.80289626,273.8518563608,341.08,"Counterfeits","Watches","NA"," Feedbacks: 5/5 Flawless!, arrived in 4 working days! to UK probably the fastest delivey on earth, thanks. 50 days ago anon ~5/5, 6~10 deals 5/5 Above and beyond what I expected, holy crap! 10/5 79 days ago anon 5.00/5, 25~40 deals 5/5 AAA+ 144 days ago anon ~5/5, 1~2 deals 5/5 Excellent quality watch. Excellent customer service. Excellent exchange 5/5. Thanks Rep, c u soon 249 days ago anon 5.00/5, 100~150 deals 5/5 nice contact and god bussines thank you! 249 days ago anon ~5/5, 1~2 deals ","uk, usa philippines","worldwide"
"2014-11-07__VhvRvqCdAw.html","2014-11-07","passman","Counterfeit $20 Templates + 2 Detailed Guides",0.08770288,29.9136983104,341.08,"Forgeries","Scans/Photos","NA"," Feedbacks: 5/5 Great info..Will buy again 309 days ago anon [0 deals] ","uk and ireland","no info"
"2014-11-07__YU7SkD0FUh.html","2014-11-07","passman","Get Free Soda!!!",0.00867924,2.9603151792,341.08,"Information","Guides","NA"," Feedbacks: 5/5 3 days ago anon 3~5 deals 5/5 Fast and good support ! 5/5 135 days ago anon ~5/5, 15~25 deals 5/5 Very fast, 5/5 196 days ago anon ~5/5, 10~15 deals 5/5 x2 (think before reply :)), thks to Passman 212 days ago anon ~5/5, 1~2 deals 5/5 Its good but I hate soda its so bad for you. 221 days ago anon 5.00/5, 25~40 deals 3/5 fucking silly.. not worth the buck. o well. 224 days ago anon ~5/5, 10~15 deals 5/5 OK 224 days ago anon ~5/5, 10~15 deals 5/5 hmmm...5/5 for delivery 224 days ago anon 4.58/5, 6~10 deals 5/5 low tech hack.. fast delivery and good service 226 days ago anon ~5/5, 3~5 deals 5/5 Perfect 231 days ago anon 4.62/5, 25~40 deals 5/5 aah Jan, simple eh, will try soon x 249 days ago anon ~3/5, 6~10 deals 5/5 Fast, good seller 249 days ago anon 5.00/5, 25~40 deals 5/5 256 days ago anon ~5/5, 25~40 deals 5/5 Lol, who would of thought. 260 days ago anon 5.00/5, 25~40 deals 5/5 very nice 261 days ago anon 5.00/5, 15~25 deals 5/5 I'll leave 5/5 but its a pretty well known technique, thanks for the fast reply :) 288 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","no info"
"2014-11-08__aGfEzSC1W8.html","2014-11-08","starlight","Credit Card Info with CVV/CVV2",0.07411401,25.4974428603,344.03,"Data","Accounts","NA"," Feedbacks: 5/5 Thanks fast delivery 1 days ago anon 1~2 deals 5/5 Great doing business again. A++ 8 days ago anon 3~5 deals 5/5 Best Vendor! 10 days ago anon 15~25 deals 5/5 Exactly as described , great vendor A++++ 19 days ago anon 3~5 deals 5/5 smooth transaction a++ 20 days ago anon ~5/5, 15~25 deals 5/5 Fast and VERY smooth transaction. A++++ 26 days ago anon 1~2 deals 5/5 sorry for the late reply been a bit busy.... ;) bought the carding guide and the cc and it all worked.... Trusted Vendor! 31 days ago anon ~5/5, 3~5 deals 5/5 Perfect. Thank you 32 days ago anon ~5/5, 6~10 deals 5/5 friendly vendor 38 days ago anon 15~25 deals 5/5 Best Vendor! Working Cards!! 48 days ago anon 15~25 deals 5/5 Great vender, answered all questions/problems 95 days ago anon ~5/5, 10~15 deals 5/5 Great Vendor. Fast Service. 111 days ago anon ~5/5, 6~10 deals 5/5 115 days ago anon 3~5 deals 5/5 A+++ 124 days ago anon ~5/5, 15~25 deals 5/5 working details delivered within 24 hours, would recommend 155 days ago anon ~5/5, 3~5 deals 5/5 Card all good working thanks guy :) 163 days ago anon ~5/5, 15~25 deals 0/5 Vendor sells cards ridiculously expensive for a card that didn't work and never replied. He obviously sells multiple cards to 170 days ago anon 4.55/5, 15~25 deals 4/5 Vendor was fast, and gave me the info but had no lucky , account had no funds :/ 177 days ago anon ~5/5, 3~5 deals 5/5 Very fast and working gear ...thx 215 days ago anon ~5/5, 1~2 deals 5/5 228 days ago anon [0 deals] ","uk, usa philippines","no info"
"2014-11-08__Cpvvb7Fjan.html","2014-11-08","GoingPostal","5.0 GRAMS CRYSTAL METH ICE SHARDS - REAGENT TESTED",1.15583552,397.6420939456,344.03,"Drugs","Stimulants","Meth"," Feedbacks: 5/5 Order was not received but GP offered refund/reship as per policy. I would recommend, purely on the professional manner GP cond 26 days ago anon ~5/5, 3~5 deals 5/5 Truly a living legend GP is the best vendor.A long time pro & is 100% legit,we have purchased many items thru mates for yonks n 42 days ago anon 3~5 deals 5/5 This order had delivery problems, but the vendor sorted the problem out and I got my order, took a little longer than we both w 68 days ago anon ~5/5, 1~2 deals 5/5 Thank you from OZ ~ FAST shipping quality product ~ A trusted long time vendor ~ The best 72 days ago anon 3~5 deals 5/5 Thankyou 75 days ago anon ~5/5, 10~15 deals 5/5 Best vendor. 83 days ago anon ~5/5, 6~10 deals 5/5 Still w8ing for this.12days now,vs.usual 7 days.Hope just delayed.will update if news.Seperate good addresses used 108 days ago anon 4.81/5, 100~150 deals 5/5 Very quick delivery, great stealth. A+ 136 days ago anon ~5/5, 3~5 deals 5/5 After first time parcel didnt come GP was a legend and worked out a reship, normal post but was happy to wait as came with grea 143 days ago anon ~5/5, 6~10 deals 5/5 Very quick shipping. Great stealth. A+ 170 days ago anon ~5/5, 3~5 deals 5/5 179 days ago anon ~5/5, 3~5 deals 5/5 wicked 196 days ago anon 5.00/5, 40~55 deals 5/5 Thankyou 213 days ago anon ~5/5, 10~15 deals 5/5 Thanks GP 236 days ago anon ~5/5, 10~15 deals 5/5 Received Quickly, Stealthy shipping & Top Shelf product. No complaints. 241 days ago anon ~5/5, 10~15 deals 5/5 FE for GP ... no worries slickest outfit anywhere 269 days ago anon ~5/5, 25~40 deals 5/5 Vendor was very helpful and very fast thanks GP. 275 days ago anon 5.00/5, 25~40 deals ","uk, usa philippines","worldwide"
"2014-11-08__hDFSWVLecb.html","2014-11-08","kobrivoje","1000 tab XANAX 1 mg (blue Ksalol) = 660 $$",1.9210059,660.883659777,344.03,"Drugs","Prescription","NA"," Feedbacks: 5/5 Looks great fast ship none broken. Perfect all the way.. Will buy again 45 days ago anon ~5/5, 25~40 deals ","uk, usa philippines","worldwide"
"2014-11-08__m3VGPRrrZ3.html","2014-11-08","Lord_Of_Weed","FE only discount 6g ORGANIC OZ BUBBA KUSH WEED",0.23091355,79.4411886065,344.03,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 Good service, arrived fast. Superb fragrant buds taste very nice. Fully smashed off 2 cones 10/10 3 days ago anon ~5/5, 10~15 deals 5/5 Order arrived and looks so so so tasty. LOW comes through with the goods again 12 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","aus and nz"
"2014-11-08__mFTkSbLwXj.html","2014-11-08","XTandMD","Custom for Dinko",2.83133576,974.0644415128,344.03,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 all perfect 66 days ago anon 5.00/5, 15~25 deals ","uk, usa philippines","no info"
"2014-11-08__NynU6calW0.html","2014-11-08","Caslava","250 x 1.2mg XANAX (Alprazolam) BLOTTERS",0.30003786,103.2220249758,344.03,"Drugs","Benzos","NA"," Feedbacks: 5/5 Took a little time to be shipped but got here quickly. good product and some extra included. not yet sure about quality. 9 days ago anon 1~2 deals 5/5 fast and stealth delivery, high quality and low price. thanks again! will order again many times :) 22 days ago anon ~5/5, 6~10 deals 5/5 I really love these blotters, my favorite benzo vendor! Thanks Caslava! 27 days ago anon ~5/5, 10~15 deals 5/5 All good here as usual. 28 days ago anon 5.00/5, 25~40 deals 5/5 trusted vendor. didnt test yet 29 days ago anon ~5/5, 55~70 deals 5/5 always good and reliable service 30 days ago anon ~5/5, 15~25 deals 5/5 Received 10 extra/good stealth/shipped next day/13 days to US. Can't be beat at ~0.36 USD/mg ---- 5/5 45 days ago anon ~5/5, 3~5 deals 5/5 51 days ago anon ~5/5, 6~10 deals 5/5 57 days ago anon 3~5 deals 5/5 5/5 Overall: shipped faster this time, thanks for the extras again! 63 days ago anon ~5/5, 15~25 deals 5/5 67 days ago anon ~5/5, 6~10 deals 5/5 All good here after many orders no complaints at all. 11/10 86 days ago anon 5.00/5, 25~40 deals 5/5 5/5 Overall. Repeat Customer, got 10 extra took a while to the US but worth the wait 86 days ago anon ~5/5, 15~25 deals 5/5 88 days ago anon ~5/5, 6~10 deals 5/5 Fast as always, plus extras! 95 days ago anon ~5/5, 15~25 deals 5/5 97 days ago anon ~5/5, 3~5 deals 5/5 All good, repeat customer.... great product 107 days ago anon 5.00/5, 25~40 deals 5/5 Great, really fast delivery! 113 days ago anon ~5/5, 10~15 deals 5/5 Very Trusted vendor! Stealht is high quality. 5/5 and i think we gonna have long business history. 136 days ago anon 3~5 deals 5/5 Excellent vendor, faster delivery from his country then I thought were possible and always top quality ! 137 days ago anon 5.00/5, 25~40 deals ","uk, usa& worldwide","world"
"2014-11-08__RPxacP27lc.html","2014-11-08","HollandDutch","100 XTC pills, Yellow Warner Bros 190mg+",1.09060158,375.1996615674,344.03,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 Top notch vendor 10 days ago anon ~5/5, 25~40 deals 5/5 75 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","worldwide"
"2014-11-08__ti8BMF95aK.html","2014-11-08","dutchquality_1256","2 x180 Mg. Super PowerPill, Dutch Party pills",0.03171014,10.9092394642,344.03,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 FE, FOR TRUSTED VENDOR, WILL RETURN 1 days ago anon 3~5 deals 5/5 A+ vendor with A+ product thanks dutch 23 days ago anon ~5/5, 6~10 deals 5/5 Good communication, Good product, respect! 29 days ago anon 5.00/5, 25~40 deals 5/5 Quick shipping as always! A couple of them were a little crushed but thats no big deal. Will be back! 38 days ago anon ~5/5, 6~10 deals 5/5 Shipping was very fast. Fast response from seller too! 5/5 38 days ago anon ~5/5, 3~5 deals 5/5 A++++ as always 44 days ago anon ~5/5, 6~10 deals 5/5 Revived and dispatched quickly, good stealth & product. Would buy again! 57 days ago anon ~5/5, 15~25 deals 5/5 Reship arrived safely. Thank you dutchquality! 78 days ago anon ~5/5, 6~10 deals 5/5 Best Vendor A+++ 81 days ago anon ~5/5, 6~10 deals 5/5 Looking forward to trying; thanks! 83 days ago anon ~5/5, 10~15 deals 5/5 Nice Pills...Nur zu empfehlen! :--) Thanks !! 85 days ago anon 5.00/5, 40~55 deals 5/5 Quick shipping, awesome product. Will be back! 86 days ago anon ~5/5, 6~10 deals 5/5 It arrived today...Only took 7 days to U.S.!..I took 1 and blasted off.. great vendor! 96 days ago anon ~5/5, 6~10 deals 5/5 EXCELLENT AGAIN! top notch gear, very reasonably priced 100 days ago anon ~5/5, 10~15 deals 5/5 Came as advertised :) Legit vendor 106 days ago anon ~5/5, 6~10 deals 5/5 108 days ago anon ~5/5, 25~40 deals 5/5 very fast delivery thanks man ;-) i'll try it later but already sure it's great ! 108 days ago anon ~5/5, 6~10 deals 5/5 Good stealth, nice pills, pretty rushy.. Recommend taking in stages.. 131 days ago anon ~3/5, 6~10 deals 5/5 Little strong for me so I have been taking halves, good stuff though. 151 days ago anon ~4/5, 15~25 deals 5/5 Good stealth, fast shipping to Canada, marquis reagent turned immediate, deep *deep* purple. Very excited to sample! 152 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","worldwide"
"2014-11-08__x6GoRrCorN.html","2014-11-08","bostongeorge14","0.5 GRAMS PINK CHAMPAGNE CRACK COCAINE",0.18950437,65.1951884111,344.03,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 Next day delivery, great service, will update after sampling product. 1 days ago anon 5.00/5, 25~40 deals ","uk, usa philippines","worl"
"2014-11-09__vqgjsEDfTv.html","2014-11-09","wakeside917","Angelina Valentine Collection (43GB)",0.02492798,9.0565844138,363.31,"Data","Pirated","NA"," Feedbacks: 5/5 Vendor had uploading problems, all is good, took long but good services. 29 days ago anon 10~15 deals ","uk, usa philippines","no info"
"2014-11-09__YB0dvCDYZd.html","2014-11-09","FakeMarket","Custom Listing For (dinoplayin)",0.16755096,60.8729392776,363.31,"Forgeries","Scans/Photos","NA"," Feedbacks: 5/5 Seller gives great feed back on your order and quick. 297 days ago anon ~5/5, 6~10 deals ","uk and ireland","worldwide"
"2014-11-10__a37plcuKol.html","2014-11-10","budbrother","10 regular seeds - Skunk Kush - pain relief",0.10907206,39.8429327974,365.29,"Drugs","Cannabis","Seeds"," Feedbacks: 5/5 Quick postage, quality product. Highly recommend! 20 days ago anon 5.00/5, 15~25 deals 5/5 epic stealth, good stuff 144 days ago anon ~4/5, 10~15 deals 5/5 unbelievable shipping speed, less then 24 hours!! 167 days ago anon ~5/5, 15~25 deals 5/5 all great! 173 days ago anon ~5/5, 10~15 deals 5/5 Perfect transaction. 2 days post and brilliant stealth. True professional here. 217 days ago anon 5.00/5, 15~25 deals ","uk, usa philippines","worldwide"
"2014-11-10__MsxarljfEE.html","2014-11-10","panacea","1.0g Pure and Tested FLAKE/FISHSCALE Cocaine 85-95%",0.45829759,167.4115266511,365.29,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 Finalized early. Will update on arrival. 1 days ago anon 1~2 deals 5/5 FE - Will update once arrived. :) 2 days ago anon 10~15 deals 5/5 Great service, ordered at midday, came in the post next day. Stealth was very good and the product was very nice. 7 days ago anon 5.00/5, 55~70 deals 5/5 Very good coke,very good seller,i recommend. 8 days ago anon 4.69/5, 40~55 deals 5/5 Some really nice clean coke. The kind that is difficult to chop up a line. Next day delivery use Panacea for all my drugs now a 13 days ago anon ~5/5, 25~40 deals 5/5 next day uk, great stealth, nice product. 19 days ago anon 3~5 deals 5/5 cool coke 21 days ago anon 6~10 deals 5/5 Top notch coke, great stealth and next day delivery. What more can you ask for. 23 days ago anon 3~5 deals 5/5 26 days ago anon ~5/5, 15~25 deals 5/5 2nd order. FE'd, NDD again, Nice shiny rocks. Thanks again. 26 days ago anon ~5/5, 6~10 deals 5/5 good stuff 27 days ago anon ~5/5, 6~10 deals 5/5 Top seller, you can trust these guy's, nice gear again 28 days ago anon ~5/5, 10~15 deals 5/5 V. quick delivery and good quality product 28 days ago anon ~4/5, 15~25 deals 5/5 update Nov - the new stinky stuff is the best I've ever had. 30 days ago anon ~5/5, 6~10 deals 5/5 arrived next day UK. great product, very smooth as stated. 31 days ago anon 3~5 deals 5/5 Shit sorry for not leaving feedback til now. Apologies. Quality gear, stealth and speed. Highly recommended vendor. Cheers. 33 days ago anon ~5/5, 10~15 deals 5/5 5/5;this is clean as a whistle no burn sting nothing you don't even no its going up there got a nice big rock which just choppe 34 days ago anon ~5/5, 25~40 deals 5/5 First time ordering with Panacea and couldn't be happier. Ordered late on Thursday and it arrived on Saturday. Absolutely knock 35 days ago anon ~5/5, 3~5 deals 5/5 Excellent speed and stealth. Great product quality as well. Recommend! 35 days ago anon ~5/5, 10~15 deals 5/5 Ok. Not quite as good as the last batch I ordered in August, but still clean 37 days ago anon ~5/5, 15~25 deals ","uk and ireland","worldwide"
