"list","date","vendor","product","price","usd","rate","cat","subcat","subsubcat","feedback","from","to"
"2014-10-30__EZgqUDcDVJ.html","2014-10-30","Comebackhaze48","10gr A+++ HQ Liberty Haze",0.56964561,195.8327678058,343.78,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 62 days ago anon 5.00/5, 15~25 deals 5/5 Fast Shipping. Best product! Top Vendor! Weed is worth the money! 74 days ago anon 5.00/5, 100~150 deals 5/5 Stealth 100%+Weed really nice and hash exceptionally good 84 days ago anon ~5/5, 6~10 deals 5/5 freitag abend bestellt, heute hier, super! thx 86 days ago anon ~5/5, 1~2 deals 5/5 All perfect! see you next time.... 86 days ago anon ~5/5, 1~2 deals 5/5 A+++++ nice;) 86 days ago anon ~5/5, 1~2 deals 5/5 one GIANT bud - one happy man. perfect quality. thanks. 86 days ago anon ~5/5, 1~2 deals 5/5 best buds ever, se ya sooon! 89 days ago anon 1~2 deals ","uk, usa philippines","eu"
"2014-10-30__fWN9b4fYsF.html","2014-10-30","insta_grams","7g Washed Cocaine",0.99558173,342.2610871394,343.78,"Drugs","Stimulants","Cocaine"," Feedbacks: 4/5 Product was good maybe not 75 percent but pretty close was also short a bit but was refunded 3 days ago anon ~4/5, 1~2 deals 5/5 8 days ago anon ~5/5, 25~40 deals ","uk, usa philippines","world"
"2014-10-30__jkLnvYpbzM.html","2014-10-30","snapback","2g crystal MDMA 84%<",0.17601662,60.5109936236,343.78,"Drugs","Ecstasy","MDMA"," Feedbacks: 5/5 Package is stuck in post office. Will update on arrival. 0 days ago anon ~5/5, 6~10 deals 5/5 fast local shipping & A+ stealth =) will be back! 0 days ago anon ~5/5, 3~5 deals 5/5 Everything perfect as usual, thanks snap! 5 days ago anon ~5/5, 15~25 deals 5/5 12 days us. Awesome quality. Awesome stealth. Tipping my hat to DE Fatherland... DEm boyz know molly..Germany aint playing 5 days ago anon ~5/5, 10~15 deals 5/5 Absolutely outstanding delivery time. 6 days ago anon 1~2 deals 5/5 AAAA very pure stuff after testing.. to us in 4 days wtf??lol thanks alot 11 days ago anon ~5/5, 6~10 deals 5/5 13 days ago anon ~5/5, 1~2 deals 5/5 Fast and safe really good vendor! Quality amazing 24 days ago anon 5.00/5, 15~25 deals 5/5 very good!!!not too long thanks 34 days ago anon ~5/5, 6~10 deals 5/5 Blazing fast, good stuff 46 days ago anon 3~5 deals 5/5 54 days ago anon ~5/5, 6~10 deals 5/5 super fast & stealth shipping, very good vendor :) 58 days ago anon ~5/5, 6~10 deals 5/5 i came on myself!!, got here fast and communication was great (i really didtho, thats how good it was) 64 days ago anon ~5/5, 3~5 deals 5/5 a bit latw but everything ok good vendor and good mdma 69 days ago anon ~5/5, 3~5 deals 5/5 80 days ago anon 5.00/5, 25~40 deals 5/5 Awesome speed, good stealth, quality product. thank you 89 days ago anon ~5/5, 6~10 deals 5/5 rapid delivery to the UK. Very decent product. 92 days ago anon ~5/5, 6~10 deals 5/5 fast shipping, very good stealth, no communication needed, stuff looks good not tried yet : ) 97 days ago anon ~5/5, 10~15 deals 5/5 Order arrived ok, stealth very good, super vendor, perfect communication,highly recommended. 97 days ago anon 3~5 deals 5/5 100 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","worldwide"
"2014-10-30__lK1szlpvin.html","2014-10-30","collapses","Buy my bitcoins via Western Union",0.00029694,0.1020820332,343.78,"Services","Money","NA"," Feedbacks: 5/5 top seller, great communication 5/5 138 days ago anon ~5/5, 15~25 deals 5/5 Great! Fast and easy... good communication A++ 138 days ago anon ~5/5, 15~25 deals 5/5 Quick Exchange, been using this cat since back in the days. Looking forward to my next exchange. 189 days ago anon ~5/5, 1~2 deals ","uk, usa philippines","no info"
"2014-10-30__q1bxqzGYXm.html","2014-10-30","HumanTraffic-Jip","0,01 kg 10g Damn good,nice looking Outdoor Weed",0.32514557,111.7785440546,343.78,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 Fine weed everything went alright +++ 65 days ago anon 5.00/5, 40~55 deals 5/5 103 days ago anon 5.00/5, 25~40 deals 5/5 110 days ago anon 5.00/5, 15~25 deals 5/5 Schnelle Lieferung, besser als erwartet alles in Ordnung:) 119 days ago anon ~5/5, 15~25 deals 5/5 120 days ago anon ~5/5, 15~25 deals 5/5 Schnelle Lieferung, super Verpackung, sehr gutes Weed! 138 days ago anon ~5/5, 3~5 deals 5/5 awesome, will order again! ordered friday, arrived monday. 170 days ago anon 5.00/5, 25~40 deals ","uk, usa philippines","europe"
"2014-10-30__RUoiav8J9J.html","2014-10-30","REALRX","1g Crystal Meth",0.22123893,76.0575193554,343.78,"Drugs","Stimulants","Meth"," Feedbacks: 5/5 clean stuff! ordered thus am got here Friday! keep up the great service! 7 days ago anon ~5/5, 15~25 deals 5/5 Fast shipping as always! 7 days ago anon ~5/5, 15~25 deals 5/5 FE best around 7 days ago anon ~5/5, 15~25 deals 5/5 Reliable service again,and again, and ...thank you. 16 days ago anon ~5/5, 40~55 deals 5/5 quick ship.amazing stealth.top gear.fat sack. 5/5 A+ 20 days ago anon 5.00/5, 55~70 deals 5/5 fantastic service as always 20 days ago anon ~5/5, 10~15 deals 5/5 wonderful thank you on time rating 5 30 days ago anon 5.00/5, 25~40 deals 5/5 Shipping time and stealth were top notch. 40 days ago anon 5.00/5, 25~40 deals 5/5 Maybe a little slower than he used to be but then so am I :) Otherwise, as excellent as always. Thank you . 47 days ago anon ~5/5, 40~55 deals 5/5 great product. fast shipping. 57 days ago anon 6~10 deals 5/5 Took a bit longer than normal but in all other respects up to the usual standards of excellence .Thank you 75 days ago anon ~5/5, 40~55 deals 0/5 THIS VENDOR'S ACCOUNT HAS BEEN COMPROMISED BY SCAMMERS. PLEASE BEWARE. 75 days ago anon ~5/5, 3~5 deals 5/5 Perfection Be patient Thank you 76 days ago anon ~5/5, 15~25 deals 5/5 Thanks! 79 days ago anon ~5/5, 55~70 deals 5/5 10 stars! out of FIVE?! YES, ITS TRUE. 81 days ago anon ~5/5, 6~10 deals 5/5 All around good vendor! 94 days ago anon ~5/5, 10~15 deals 5/5 The crystal shards look amazing. Can't wait to try it. A+ 96 days ago anon 5.00/5, 100~150 deals 5/5 Trusted vendor, always super fast shipping, always excellent quality product. Had a hardware issue on my end, and communication 103 days ago anon 10~15 deals 5/5 Fe'd for the best 104 days ago anon ~5/5, 10~15 deals 5/5 FE, first time here on Agora but RealRX is consistently awesome every time elsewhere! 105 days ago anon 1~2 deals ","uk, usa philippines","no info"
"2014-10-30__UbPJrWaKfj.html","2014-10-30","Fappy","2C-I 250mg",0.05309734,18.2538035452,343.78,"Drugs","Psychedelics","2C"," Feedbacks: 5/5 Product and Seller get a A++ for quality and fast shipment. Even got a free sample of another product, Very Happy with Fappy!! 0 days ago anon 1~2 deals 5/5 Great product. Great speed (4 days to europe). 4 days ago anon 1~2 deals 5/5 [5/5] I apologize for the relatively late finalize; I had some issues with Tor today. Product looks good, can't wait to add 8 days ago anon ~5/5, 10~15 deals 5/5 fast shipping and great quality 9 days ago anon ~5/5, 10~15 deals 5/5 Perfect 15 days ago anon 5.00/5, 15~25 deals 5/5 Another flawless order. Thanks again :) 24 days ago anon ~5/5, 25~40 deals 5/5 Another Flawless Order From Fappy, Thanks Again Many More To Come!! 48 days ago anon ~5/5, 25~40 deals 5/5 fast delivery to EU 97 days ago anon ~5/5, 3~5 deals 5/5 Looks good and the stealth was adequate but nothing too impressive. Took a longer than expected but I think there was a shippi 99 days ago anon ~5/5, 6~10 deals 5/5 102 days ago anon ~5/5, 6~10 deals 5/5 1 Week to Southwest US...Everything looks on point. Will use Fappy again! Thanks! 107 days ago anon ~5/5, 15~25 deals 5/5 Received the order in less than a week and package is very stealth. Will report back on product. Thank you Fappy! 108 days ago anon ~5/5, 10~15 deals 5/5 Great vendor! Very friendly and fast shipping! 1 week to EU 111 days ago anon ~5/5, 15~25 deals 5/5 I give this vendor 10/5. Super fast shipping, amazing product, and extras!!! Vendor definitely keeps his customers at top prior 112 days ago anon ~2/5, 6~10 deals 5/5 order arrived swiftly despite national holiday. experience on it defies linguistic expression 114 days ago anon ~5/5, 25~40 deals 5/5 Stealth was awesome and this stuff blows me away! Took awhile to get here, but its worth it. 144 days ago anon ~5/5, 25~40 deals 5/5 Got everything nice and quick, haven't tried it yet but it all looks delicious and very legit. Shipping was fast and stealth pe 145 days ago anon ~5/5, 25~40 deals 5/5 easy transaction, fast shipping USA->Europe, not tested yet, looks fine 150 days ago anon ~5/5, 10~15 deals ","uk, usa& worldwide","canada, usa, eu"
"2014-10-31__TdijUdKTiM.html","2014-10-31","RXChemist","Xanax 2mg 249 bars 300 for $280",0.82418391,277.585140888,336.8,"Drugs","Prescription","NA"," Feedbacks: 5/5 package never cleared customs, may be seized. FE'd, expecting reship by tuesday max, will update. communication 5/5 0 days ago anon 1~2 deals 5/5 FE 44 days ago anon ~5/5, 3~5 deals 5/5 Steath ok, product soft pressed, easy to break. No extra to replace any broken ones. i got what i wanted so 5/5 54 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","no info"
"2014-11-01__CLjDyMo4fj.html","2014-11-01","AusPost","3.5g MDMA",1.50929727,491.1102386853,325.39,"Drugs","Ecstasy","MDMA"," Feedbacks: 5/5 Really fast postage, no communication needed :) 2 days ago anon 1~2 deals 5/5 Less than 24hrs stealth delivery/ rocky MD is proper 5/5 Auspost u fucking rock!!! 17 days ago anon ~5/5, 15~25 deals 5/5 looks good, white powder, testing over the weekend 61 days ago anon 3~5 deals ","uk, usa& worldwide","no info"
"2014-11-01__gvvJmnva2B.html","2014-11-01","themoneyteam777","7 grams pure crystal meth",1.08347321,352.5513478019,325.39,"Drugs","Stimulants","Meth"," Feedbacks: 5/5 Fucking amazing and professional as fuck. 30 days ago anon ~5/5, 6~10 deals 5/5 79 days ago anon ~5/5, 10~15 deals 5/5 79 days ago anon ~5/5, 15~25 deals 5/5 2 day delivery, will update on quality, it looks and tastes Gooood, nice shardz 86 days ago anon 5.00/5, 25~40 deals ","uk, usa philippines","usa"
"2014-11-01__K9afYUi9B0.html","2014-11-01","xxSNOWxx","Cocaine,cocaína,Kokain Sample sale!! 0,5 gr",0.18292682,59.5225579598,325.39,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 Excellent , rapid , thanks alot :) 97 days ago anon ~5/5, 3~5 deals 5/5 Good communication, fast shipping, good stealth, product smells good but not tested yet. I'll update once tested. 153 days ago anon ~5/5, 10~15 deals 5/5 at the second time it has arrived.Thx 154 days ago anon ~5/5, 6~10 deals 5/5 Small issue, vendor went above & beyond to fix it. Recommended. 163 days ago anon 5.00/5, 55~70 deals ","uk, usa philippines","world !!"
"2014-11-01__TS5MDWSgoE.html","2014-11-01","ClarityBreeze","1 x 20mg Adderall IR (Core) Amphetamine sulfate Dextroamphetamine",0.0457596,14.889716244,325.39,"Drugs","Stimulants","Prescription"," Feedbacks: 5/5 A+ 8 days ago anon 5.00/5, 100~150 deals ","uk, usa philippines","usa"
"2014-11-01__uzL15bAfj8.html","2014-11-01","fredthebaker","3.5G of PURE UNCUT PERUVIAN COCAINE",0.95432224,310.5269136736,325.39,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 Great produkt great price and fast delevery :-) 51 days ago anon ~4/5, 15~25 deals 5/5 Send really fast but only 3g but after i told him that i miss a bit he send the rest fast again! Really good service and conta 63 days ago anon ~5/5, 15~25 deals 5/5 ok 123 days ago anon ~5/5, 40~55 deals 5/5 ok 150 days ago anon ~5/5, 40~55 deals 5/5 FE 171 days ago anon ~5/5, 40~55 deals ","uk, usa philippines","no info"
"2014-11-02__a4uBC312G4.html","2014-11-02","Rook","Lemon OG 1/2oz",0.47559142,153.9679663108,323.74,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 damn good damn fast 75 days ago anon 4.72/5, 55~70 deals 5/5 Alright, but not very impressed. 78 days ago anon 4.81/5, 40~55 deals 5/5 sweet!!!! 80 days ago anon ~5/5, 10~15 deals 5/5 ROOK is a TOP vendor. ONLY THE highest QT.Feelin' like a rapper blowin' this LOUD pack! 84 days ago anon 5.00/5, 70~100 deals ","uk, usa philippines","usa"
"2014-11-02__Aw8U0xKu8U.html","2014-11-02","sereal","Microsoft Office Standard 2013 : legitimate product key",0.1860292,60.225093208,323.74,"Data","Software","NA"," Feedbacks: 5/5 Quick, reliable service. Friendly and very helpful. 12 days ago anon 5.00/5, 40~55 deals 5/5 works great. thanks sereal. 94 days ago anon 5.00/5, 25~40 deals 5/5 Because you get legit license keys, the installation process is smooth, instead of full of hacks, cracks, and 20-step illegit i 152 days ago anon 5.00/5, 70~100 deals ","uk, usa philippines","no info"
"2014-11-02__F8mYA0qA3r.html","2014-11-02","RepAAA","Rolex - Submariner 2Tone YG/SS Blue ETA [AAA+]",0.9096994,294.506083756,323.74,"Counterfeits","Watches","NA"," Feedbacks: 5/5 Great vendor, watch is nice. Some latch broke in the shipping he payd for it right away. 198 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","worldwide"
"2014-11-02__kAysrMrXVs.html","2014-11-02","budbrother","10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush",0.09042681,29.2747754694,323.74,"Drugs","Cannabis","Seeds"," Feedbacks: 5/5 147 days ago anon ~5/5, 10~15 deals 5/5 High-ly recommended, pleasure to deal with A+ 205 days ago anon ~5/5, 15~25 deals 5/5 Excellent service & shipping ty for the bonus :) 244 days ago anon ~5/5, 1~2 deals ","uk, usa philippines","worldwide"
"2014-11-02__rZ9BldbpM1.html","2014-11-02","europedrugs","HEROINE #3 BEST QUALITY / VERY STRONG 1 GRAMME",0.41847441,135.4769054934,323.74,"Drugs","Opioids","Heroin"," Feedbacks: 0/5 Heroin very strong? jajajaja her heroin is for children 67 days ago anon ~0/5, 1~2 deals 5/5 Thanks man. 5/5. AAAA++++. 4day delivery to europe. all responded to my letter. strong product 5/5. Thank you so much. 98 days ago anon 6~10 deals 5/5 best vendor out!!!FE always for ED most honest and trustworthy vendor with good quality!!! 103 days ago anon ~5/5, 15~25 deals 5/5 Vendeur serieux , bonne communication , qualité et quantité au rendez vous ,delais ok, seul petit bemol : l emballage peut etre 133 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","no info"
"2014-11-02__tU1MgVZtuv.html","2014-11-02","UKNextDay","*ITS BACK* UK CHEESE WEED 7GRAM (24HR DEL)FROM UKND *ITS BACK*",0.28825513,93.3197157862,323.74,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 I was waiting very long but it was post fault, and I went to vacation. not bad buds 44 days ago anon ~5/5, 6~10 deals 5/5 60 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","uk"
"2014-11-02__VdWReyoZ4F.html","2014-11-02","rc4me","Promo Acetyl fentanyl -1g",0.3081949,99.775016926,323.74,"Drugs","Opioids","Other"," Feedbacks: 5/5 Product as advertised and overweight package make up for the slow shipping time - A++ all around. 2 days ago anon ~5/5, 15~25 deals 5/5 9 days from China to the east coast, decent stuff. Good stealth, dude's legit. Thanks. :) 9 days ago anon ~5/5, 25~40 deals 5/5 Came in with no problems, have not tried it yet... 10 days ago anon 5.00/5, 55~70 deals 5/5 Good. 20 days ago anon ~5/5, 6~10 deals 5/5 94 days ago anon ~4/5, 25~40 deals 5/5 A+ new vendor, 2 sucessful orders. youve won me over 101 days ago anon ~2/5, 25~40 deals 5/5 Fast shipping, product is wonderful and stealth was great too. Top Notch vendor! 107 days ago anon 5.00/5, 15~25 deals ","uk, usa philippines","no info"
"2014-11-02__WN7cr1vYgL.html","2014-11-02","LowLands","(NL /BELGIUM ) 25x Plus-Minus  XTC  200+",0.31476331,101.9014739794,323.74,"Drugs","Ecstasy","Pills"," Feedbacks: 5/5 27 days ago anon ~5/5, 10~15 deals 5/5 5/5 Good Stealth, fast delivery, and some of the best beans arround at the moment!! Get them while you can!!! :) 28 days ago anon 5.00/5, 15~25 deals ","uk, usa philippines","nl / belgium"
"2014-11-03__aej1Bpp8fF.html","2014-11-03","CaliforniaGreenCross","14g + CHEMDAWG +",0.4737019,153.588367037,324.23,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 Excellent! AAA everything. 118 days ago anon ~5/5, 6~10 deals 5/5 great vendor, great bud, i would recommend, thanks again 119 days ago anon ~5/5, 15~25 deals 5/5 Flawless order again...CGC is my only vendor I order from 125 days ago anon ~5/5, 10~15 deals 5/5 TYVM! 127 days ago anon ~5/5, 6~10 deals 5/5 GREAT VENDER WITH EVEN BETTER CANNABIS! THANKS 129 days ago anon 5.00/5, 25~40 deals ","uk, usa philippines","usa"
"2014-11-03__RVSgjMzZKn.html","2014-11-03","the_real_caliconnect","Caliconnects GH HP White Widow 950",2.89519397,938.7087408931,324.23,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 I bought the last unit of white widow before this guy could ^^^^ 62 days ago anon ~5/5, 6~10 deals 5/5 5/5 62 days ago anon 5.00/5, 150~200 deals 5/5 FE for the king 62 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","no info"
"2014-11-04__ARFjKVmDqY.html","2014-11-04","VladdyRS","1.0 G #4 White Vietnamese Heroin Guaranteed QUALITY!!",0.66951397,219.7880460716,328.28,"Drugs","Opioids","Heroin"," Feedbacks: 5/5 Little mix up, but great comm, vendor made it 100% right. TY 6 days ago anon ~5/5, 6~10 deals 5/5 .2g was missing but V was very nice n refunded for .2g + will give 2x .2g extra next time. Ordered Mon, shipped Thurs. 7 days ago anon ~5/5, 1~2 deals 5/5 Fast shipping. Good communication with vendor. Good quality 26 days ago anon ~5/5, 3~5 deals 5/5 good strong stuff and 5 days domestic. all good here 5/5 36 days ago anon ~5/5, 6~10 deals 5/5 Vendor slapped me with wisdom....and product. 39 days ago anon ~5/5, 6~10 deals 5/5 First order got lost in the mail, but vendor reshipped, and was kind enough to send more than 65%. Product is top notch 39 days ago anon 5.00/5, 40~55 deals 5/5 gear is extremely potent. he's not kidding when he says do 40% less than usual. 6 days to east coast US 49 days ago anon ~5/5, 10~15 deals 5/5 57 days ago anon ~5/5, 6~10 deals 5/5 Amazing stuff! One of the best #4 on DarkNet. classic smell of vinegar. Thanks man, i will back in a few hours. 103 days ago anon ~5/5, 10~15 deals 5/5 OHHH yes,flawless victory ! 105 days ago anon ~5/5, 15~25 deals 5/5 Great! A+ 112 days ago anon ~5/5, 15~25 deals 5/5 Fabulous all around. Very friendly and helpful communication. Great product. 125 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","no info"
